AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,JPM,V,UNH
0.002643946209996084,0.0,0.03385961526825539,0.09427256012645142,0.10280276505918753,0.09966191690709472,0.21283939129589943,0.12358893663234334,0.17363594853333975,0.15669491985595757
0.000528789242057012,0.0,0.015629595922986544,0.09135680804355796,0.1425965193476043,0.1811273419373916,0.24054089438475743,0.11861585363658932,0.03472718971046353,0.17487700777459236
0.00023119960028795595,0.030611810271851444,0.01672977160176182,0.09162253623401233,0.17847015643469824,0.1787466662111911,0.24432295983872418,0.05234416921412873,0.042272845101509686,0.16464788549183454
0.00010155701161886875,0.013446580217184633,0.007348739387200636,0.0734853183591941,0.21851917396095724,0.20611563027688581,0.2472813857475864,0.042245365349020264,0.018577768491411725,0.17287848119894034
3.135881715681321e-05,0.04111922456650235,0.002269146867388528,0.08059077723072071,0.23911459835976434,0.21989490659285918,0.1750271917930797,0.013044541844874104,0.005736451240709275,0.22317180268694495
0.005147510375947008,0.03688784885629572,0.0022983946517561695,0.09897066522443096,0.24272985096867253,0.2268594713326303,0.14544494711172654,0.011494327694699465,0.0035121231281376375,0.22665486065570367
0.030451438935460845,0.03204092356697727,0.0014516484754891162,0.10510867085521684,0.2452189662307435,0.21446732976525595,0.14099547569500423,0.0072597294211564104,0.002218230094120468,0.22078758696057546
0.05331559795453076,0.0462386114190077,0.00037350283817888497,0.20345076290789438,0.24771746516705553,0.21160862592131727,0.03627752257634008,0.00186789680077269,0.0005707409540788801,0.19857927346082385
0.06586001239256979,0.09323230770893762,0.00013905558337859317,0.22819089754791932,0.24812172714594943,0.1376437356483491,0.013506167958399835,0.0006954203630389926,0.00021248758567527323,0.21239818806578195
0.04537463625806207,0.07362623931227036,7.923887288757745e-05,0.23734073111713302,0.2489123818443502,0.15175267932493605,0.007696300285477565,0.00039627553537532174,0.016722258936405693,0.21809925851310227
0.031242003622989213,0.07247907542148593,0.0009575405953479538,0.23910355180332185,0.24890480641444743,0.14784903099796262,0.010939408494913582,0.012923840156985215,0.011496233788258288,0.224104508704288
0.007217137253537943,0.11009773989446849,0.008100454430418834,0.19321127605476807,0.23121204037192053,0.09646209166500061,0.03454967216522522,0.08405338498164239,0.002655716264227295,0.23244048691879085
0.016601362372398676,0.13218157520370719,0.011789586590145156,0.21078160186297373,0.22638261327855175,0.036257935236414116,0.012986446325013633,0.10162403865867681,0.02973975055683777,0.22165508991528118
0.012790354334243125,0.11861039723516202,0.014748639333660144,0.20182783751010921,0.22885996041861492,0.055629221660405466,0.012707807977049138,0.10240883554752259,0.029985054761352183,0.22243189122188128
0.02515732985372988,0.13337292525281186,0.007603538379180632,0.20576603610307545,0.23497316037246269,0.028679182691347945,0.01860403018245018,0.11800667592606161,0.015458545667967985,0.21237857557091175
0.03906539549581444,0.13579651163278203,0.013802653179179237,0.19909940219543054,0.22424048351624107,0.024180155430872784,0.015317001678415045,0.11016198371961412,0.02368743722455784,0.21464897592709295
0.04644617186811265,0.13714255789223412,0.007132424738964066,0.19876930808094587,0.21482543567710943,0.015021829086090193,0.06497450532541149,0.10123797356620172,0.018796414442642177,0.19565337932228832
0.06436314820708827,0.1370847602727115,0.0014264849479078772,0.1818232367943748,0.1826125261664062,0.003004365817460378,0.1720163285233715,0.045431504660398865,0.05458794619323898,0.15764969841704166
0.13256562501112912,0.14727084690875034,0.00029221432966000725,0.195888015050777,0.2037118143326264,0.0006154419958585643,0.21652988923268127,0.00930660831665593,0.011182298227379556,0.0826372465944818
0.11746803510996931,0.12523482954067902,0.017959521236425788,0.189955181995884,0.19640018699244502,0.00032863379846090514,0.22136140450710126,0.005677854939924192,0.034867264425986755,0.09074708745312374
0.12022972588185947,0.13113957619569863,0.012004778432130552,0.19256245103655953,0.18882162878272302,0.00503334125987282,0.22097374037704937,0.003795278817640296,0.04637263376487289,0.07906684545159338
0.12476790876879872,0.12165046962659795,0.018750066964022004,0.18869953489753405,0.19017190115494986,0.0035568177013089565,0.22419691693242244,0.00436483576317354,0.039687831297612455,0.08415371689358003
0.12593645744610538,0.12609603938224645,0.021672223856595244,0.18183973727343514,0.18470430170721674,0.007364510754777504,0.22955590247406096,0.0031407141968959346,0.033576190831448895,0.08611392207721776
0.1370879720826265,0.12752550399921656,0.015980709476805292,0.1806889878201154,0.17706338272432362,0.00543045824875476,0.23161533458070557,0.002315906363019493,0.0350262801116182,0.08726546459281462
0.1347992174204335,0.11877453740397625,0.03452594901848202,0.18969677451943392,0.1583602110914501,0.010012197407112,0.2249774880145628,0.013198499216946753,0.026886374689640606,0.08876875121796192
0.20368391055419438,0.14064890423886628,0.015609747108036169,0.18697217007799233,0.05438063413316036,0.0022441311598075243,0.238461003461159,0.007366424156094641,0.015617107173350535,0.13501596793733878
0.2085405946178213,0.13682091199603577,0.011976526594992654,0.17887146038045237,0.05994761068746929,0.0028691999662704077,0.239577079915023,0.008145740120526237,0.01120251664473844,0.14204835907667052
0.20916315536272673,0.13619308628110668,0.007126449960131387,0.1513262705694654,0.08463845625113946,0.00281607329698099,0.23495283433078212,0.004846998743478384,0.014268911932334793,0.15466776327185403
0.21558457628606806,0.11992504982245898,0.0045572956598169175,0.1445631224252601,0.10461945790320096,0.0033070978416711782,0.23759661899067963,0.003099608705648562,0.009124830846120233,0.1576223415190753
0.2032096393386156,0.11687295265391046,0.03768501925271565,0.044390582818915954,0.15075826818507698,0.0010155010362816498,0.24212754537345535,0.0009517879431904351,0.021266858046820433,0.18172184535101749
0.19302945855143547,0.10978421356491501,0.0387797728277472,0.042145703619566606,0.16262058729211348,0.0016098343145628717,0.24340313433060515,0.013064322389567423,0.014285686177594958,0.18127728693189182
0.18380985920534126,0.10743999588644125,0.0487467475600745,0.03888708866952724,0.1854817109074537,0.0024545217666728653,0.23363574901467835,0.008269677925996638,0.012899702381786943,0.17837494668202739
0.18202493482709234,0.09755124267916707,0.05252492043407938,0.03904994298106409,0.19474868627212957,0.0017296211363680859,0.224228970906239,0.01292077919994842,0.014712719500957521,0.18050818206295444
0.1974492575232214,0.0960647348300755,0.0547887853665235,0.03296336780571748,0.21606189440214382,0.000974273084697103,0.19130307482400144,0.019922352004969973,0.008287483490506212,0.18218477666814356
0.19621489483861934,0.09720564106642647,0.04828054693092161,0.01984124272271713,0.21904109161538377,0.0005864324563442407,0.1762374101320265,0.038535373406251426,0.004988385060191688,0.19906898177111776
0.1844742750854162,0.09247751663188188,0.055627250422252125,0.012938297775920904,0.22478864458601636,0.00767073614025553,0.1693489484422124,0.04318406508049895,0.006608357755662097,0.20288190807988357
0.18395821082483071,0.09162501536084688,0.05123262730085764,0.011753018122851556,0.22699511404969744,0.011534390443522348,0.16996165969402338,0.043080286420936205,0.005741304850099943,0.20411837293233404
0.18604200038559873,0.0915271011800306,0.05067912318585713,0.010668784649979455,0.22814215997812462,0.016098845779688745,0.1607703725817546,0.05136716527240167,0.005925332442127846,0.1987791145444366
