Carpeta,Imagen,Valvula_de_expansion,Compresor,Condensador
LOW FAULT,49_b5,0.348826247229559,2.734570376595906,0.6065382949929182
LOW FAULT,3_b5,0.8216897567116372,0.0119335542004225,2.0223119229398763
LOW FAULT,44_b5,0.3288265228176393,2.310832318278646,0.5080950534001467
LOW FAULT,44_b5,0.3335972327210212,2.345541687047763,0.5135287483453899
LOW FAULT,53_b5,0.6655620943766265,3.376176749510124,0.940147549700354
LOW FAULT,41_b5,0.1623278212807573,1.8703087779945489,0.379241096754852
LOW FAULT,9_b5,0.8675801370824846,-0.1677649330220581,1.2624280989472612
LOW FAULT,13_b5,0.5998580772684123,-0.2313043138970981,0.75601943417908
LOW FAULT,2_b5,-0.054921584550701,-0.1144806616882805,0.061355656941082
LOW FAULT,29_b5,0.3451617988111739,0.7902346566866887,0.3473393413955257
LOW FAULT,2_b5,-0.0528506245586083,-0.0930069788071055,0.0586948951849664
LOW FAULT,57_b5,0.8815264119462752,3.7599666153257343,1.0920035559015826
LOW FAULT,17_b5,0.4600259012575249,-0.2152475235779269,0.4461182295024121
LOW FAULT,29_b5,0.3378520621225381,0.7745932692961504,0.3505326656217559
LOW FAULT,60_b5,0.2697463598575507,3.424820857096918,0.47540098894451
LOW FAULT,24_b5,0.4985824834654585,0.5150754124196623,0.6253583695256357
LOW FAULT,54_b5,0.5474272808471562,3.353646356819445,0.7731842813127293
LOW FAULT,17_b5,0.4623838497532041,-0.2049561649582608,0.4546575125047795
LOW FAULT,18_b5,0.5291699849458917,-0.0458929943528702,0.550918299120355
LOW FAULT,6_b5,0.993148229590931,-0.1231842431614366,1.7467594244679596
LOW FAULT,33_b5,-0.0168420153224467,0.905162066684074,0.0602494331143338
LOW FAULT,17_b5,0.4562823671329784,-0.2154503631997313,0.4571742836103353
LOW FAULT,23_b5,0.5109990020004366,0.3742166755711588,0.5910508060526513
LOW FAULT,56_b5,0.7218574527164583,3.559722802825608,0.9181253691669746
LOW FAULT,31_b5,0.0498125723256203,0.7258571586134389,0.1113521141945306
LOW FAULT,57_b5,0.8820762553017104,3.79001064973312,1.084967828542657
LOW FAULT,13_b5,0.5980811547545821,-0.1771110085818913,0.748668532954198
LOW FAULT,17_b5,0.460251131029634,-0.2107668916295752,0.4444467363733707
LOW FAULT,59_b5,0.4894582660836484,3.597557369214869,0.760046926688098
LOW FAULT,23_b5,0.5087803018812518,0.3954114338185807,0.5936748702577376
LOW FAULT,39_b5,0.3819238296313314,1.857090922791317,0.4916082605955841
HEALTHY,39_b1,-2.964350476828121,8.263172898765637,3.521854563887974
HEALTHY,52_b1,-2.832841029068633,10.223324039004726,4.194391494821589
HEALTHY,29_b1,-3.100334761301603,5.961406185126885,3.100325975416102
HEALTHY,15_b1,-2.881800091117519,1.6551418272120109,2.220707409029485
HEALTHY,43_b1,-3.000715684535436,9.075068311176723,3.640168701825012
HEALTHY,8_b1,-2.5228687619974126,-0.0399297280328192,1.7047622908769473
HEALTHY,21_b1,-3.245281208731327,3.309622884179153,2.4205683475348465
HEALTHY,39_b1,-2.952973959559252,8.154052074774913,3.5171533780880355
HEALTHY,58_b1,-2.4787960555959843,10.697246958499536,4.629369452755259
HEALTHY,19_b1,-3.278407416472645,2.71873442207792,2.172247650829584
HEALTHY,23_b1,-2.9474012815814152,4.3902879414620015,2.859885750436897
HEALTHY,11_b1,-2.700821629324653,0.3902208082893522,1.783812400450404
HEALTHY,11_b1,-2.70124091909477,0.3240977597295768,1.7695006261014372
HEALTHY,24_b1,-3.0210282703902376,4.600948891552446,2.9222019298342943
HEALTHY,53_b1,-2.499996156783803,10.404259153266244,4.438567230719257
HEALTHY,36_b1,-2.6903235567743136,8.020844905847545,3.7991723548145337
HEALTHY,40_b1,-2.969185664602249,8.471518415303327,3.625010716174139
HEALTHY,24_b1,-3.024117519460912,4.61554595538221,2.9122406839677004
HEALTHY,3_b1,-0.0046056350803741,-0.1819942665772627,1.7317803241881295
HEALTHY,22_b1,-3.156577169980093,3.763951217916024,2.6570044038491583
HEALTHY,53_b1,-2.5028901498602787,10.397381429527131,4.450866282155211
HEALTHY,2_b1,-0.1250236199955557,-0.1266521911960857,1.454503697680024
HEALTHY,24_b1,-3.021880724171663,4.522181155776471,2.9181751540815437
HEALTHY,44_b1,-2.835838167923733,9.40306015792996,3.8068238348050953
HEALTHY,30_b1,-3.174339366495989,6.288314783723963,3.137495753398534
HEALTHY,38_b1,-2.882633051323669,8.132282800417624,3.566488845403496
HEALTHY,2_b1,-0.1432002979674387,-0.1721931310641808,1.4403394470741333
HEALTHY,60_b1,-2.5025607825692866,10.61109219764422,4.574585889389717
HEALTHY,21_b1,-3.2510222465253142,3.228807283350369,2.421509621726277
HEALTHY,33_b1,-2.945362951685407,7.18851310284924,3.374303441576957
HEALTHY,12_b1,-2.6791270661124584,0.7108369265575197,1.9667835161934804
HEALTHY,58_b1,-2.482105345917028,10.6534919057261,4.616319738064861
HEALTHY,22_b1,-3.157344716274222,3.70323051250848,2.6520976693970666
HEALTHY,44_b1,-2.850046520542712,9.377575816898933,3.8053007145840017
HEALTHY,25_b1,-3.0869546849789966,4.844735025866323,3.004782666636027
HEALTHY,49_b1,-2.687762551839695,9.9562276101499,4.0856948695729045
HEALTHY,27_b1,-3.3254950956480807,5.264462088483265,2.947806978644753
HEALTHY,59_b1,-2.4510272115005023,10.726037257720366,4.561912897988922
HEALTHY,42_b1,-2.930781990438819,8.884629380815964,3.671685918075576
HEALTHY,28_b1,-3.2766723466905603,5.609948791283831,2.893145177144034
HEALTHY,60_b1,-2.5065514915524645,10.670574985186136,4.581131197996591
HEALTHY,16_b1,-2.962798504200304,1.836542730043997,2.247101516532011
HEALTHY,15_b1,-2.88380474133861,1.6465843534684643,2.214063901988023
HEALTHY,47_b1,-2.6165448227135504,9.925664614136132,4.166968330593044
HEALTHY,51_b1,-2.6849614654892395,10.194040673731546,4.272419343992641
HEALTHY,44_b1,-2.8538764713577573,9.39782079375164,3.785683695871145
HEALTHY,55_b1,-2.5418134025450403,10.542033816031967,4.649787835181413
HEALTHY,52_b1,-2.821847707947576,10.233541746133945,4.18048792879604
HEALTHY,57_b1,-2.6296858036798128,10.60587765973837,4.747845147272196
HEALTHY,3_b1,-0.0024876994068258,-0.1703021722632537,1.731427940090906
HEALTHY,37_b1,-2.9526162129612827,7.8700592084728465,3.4635963313041342
HEALTHY,51_b1,-2.700387248626866,10.241069395115565,4.301361382940243
HEALTHY,7_b1,-2.318896780009973,-0.0097633316196356,1.866618771265747
HEALTHY,21_b1,-3.2510337186184377,3.30269037808883,2.394520548471412
HEALTHY,9_b1,-2.9062108568004184,-0.336665334902351,1.308703220332999
HEALTHY,39_b1,-2.9478387823144243,8.178207579517233,3.5176629266119988
HEALTHY,18_b1,-3.150621479805962,2.417863295704024,2.265539410837092
HEALTHY,4_b1,-0.4672717398469488,-0.1614050905444806,1.5922873619239375
HEALTHY,25_b1,-3.0999282169464086,4.864870733786748,2.983989653795573
HEALTHY,60_b1,-2.5086717641304364,10.587805973478115,4.570726694996401
HEALTHY,5_b2,-1.555975233061963,-0.0643822377826751,1.7126274570376856
HEALTHY,1_b2,0.0108013628439072,0.0642483728487102,0.0054067139832443
HEALTHY,50_b2,-2.694599671704232,10.08956861036121,4.095684018532133
HEALTHY,22_b2,-3.1594667098832647,3.8152543661928977,2.647920638829982
HEALTHY,59_b2,-2.4403027812696947,10.666347666747274,4.579653449886314
HEALTHY,17_b2,-3.1683297408733253,2.099686583768821,2.147155876806746
HEALTHY,52_b2,-2.8362442888812187,10.263121318375246,4.1913683225694776
HEALTHY,18_b2,-3.132897789269291,2.409952525268747,2.236535848787722
HEALTHY,60_b2,-2.514697285664494,10.674208731060132,4.58129226184441
HEALTHY,28_b2,-3.298237579235596,5.56221505411499,2.9324383236488054
HEALTHY,3_b2,0.0125135464031527,-0.0988084535885532,1.73889588725867
HEALTHY,47_b2,-2.61310210168499,9.875598091243708,4.136479858046889
HEALTHY,31_b2,-3.208665997462003,6.346003669061881,3.0703725678645486
HEALTHY,24_b2,-3.0311183856634094,4.565119902374441,2.908079875042347
HEALTHY,1_b2,-0.0122811218080101,0.0290681713136534,-0.0214932602537675
HEALTHY,36_b2,-2.68038641802152,8.108328531545684,3.8057636937496473
HEALTHY,51_b2,-2.694697758522231,10.185067534957986,4.288423550110387
HEALTHY,60_b2,-2.492739610863045,10.665996425077749,4.577727256661782
HEALTHY,12_b2,-2.6780275876026467,0.7299568805885362,1.953256402961817
HEALTHY,26_b2,-2.774228674079616,5.318455953631631,3.2828622568699246
HEALTHY,2_b2,-0.1127740129136994,-0.1384998975225376,1.4577143499994123
HEALTHY,48_b2,-2.747102986613797,9.852524198078362,4.058448879249918
HEALTHY,35_b2,-2.6937871917671647,7.780022187646518,3.7019790409819033
HEALTHY,12_b2,-2.65583095200158,0.7096654592144633,1.9944754357300225
HEALTHY,3_b2,0.0127250484603514,-0.0800726057736015,1.7434496197649665
HEALTHY,36_b2,-2.670525391930799,8.026309325120662,3.774215617624415
HEALTHY,54_b2,-2.503841801054917,10.400217984073596,4.429450537997869
HEALTHY,5_b2,-1.5624328760207429,-0.1166062834952281,1.7196194616488742
HEALTHY,37_b2,-2.9535874560057462,7.847468617514171,3.4641921582345105
HEALTHY,49_b2,-2.6822178397371674,9.97801476540753,4.079715610058875
HEALTHY,54_b2,-2.490066251438437,10.497815591502134,4.441899976003167
HEALTHY,13_b2,-2.9462006751007626,0.7264253140855335,1.8166539636909915
HEALTHY,25_b2,-3.085441377526176,4.869526222682343,3.0030578768104994
HEALTHY,48_b2,-2.7281035733029952,9.876616125175929,4.05248922455933
HEALTHY,33_b2,-2.9613649214095976,7.068176215615124,3.395233309574085
HEALTHY,11_b2,-2.7130597540968693,0.4413250450138918,1.7919406831594096
HEALTHY,49_b2,-2.676962907802522,9.96521454786872,4.089602091747491
HEALTHY,10_b2,-2.9310169635697862,-0.1535084947575908,1.411760100855287
HEALTHY,35_b2,-2.70962388715782,7.8012137971959294,3.692419286076035
HEALTHY,49_b2,-2.674136018969143,10.101786435872498,4.088370412553815
HEALTHY,53_b2,-2.525858599434321,10.41215080746772,4.425195790859682
HEALTHY,5_b2,-1.560083894447056,-0.0706800660157642,1.7267100659085344
HEALTHY,57_b2,-2.6219881078429434,10.575106432657163,4.742414595336985
HEALTHY,29_b2,-3.083893250579243,5.989354785026974,3.082147053728836
HEALTHY,10_b2,-2.9406860096009506,-0.1486477533636831,1.4418010832441213
HEALTHY,8_b2,-2.506062344309306,0.0196149619211284,1.707042636766669
HEALTHY,21_b2,-3.242491656251613,3.289799479988876,2.4209644498529586
HEALTHY,48_b2,-2.726838715412259,9.875689411295784,4.058115872669117
HEALTHY,41_b2,-2.9596978586864564,8.622286169298865,3.602243105819423
HEALTHY,54_b2,-2.504669926287327,10.446887187695442,4.455085029843376
HEALTHY,33_b2,-2.962326001146965,7.134754929841467,3.4078567374427333
HEALTHY,4_b2,-0.4691706608100404,-0.1924552813436608,1.5690119497384307
HEALTHY,35_b2,-2.6959790945618125,7.820872399667924,3.7003094845180975
HEALTHY,42_b2,-2.925278282894768,8.948228558248454,3.675167026769537
HEALTHY,44_b2,-2.857676432154922,9.329842793638935,3.791472409404905
HEALTHY,26_b2,-2.794421538914279,5.403577371115421,3.28897212857469
HEALTHY,30_b2,-3.1753007358863226,6.258656612777601,3.126631053344448
HEALTHY,49_b2,-2.6802797243702865,10.155618884201749,4.071808522078879
HEALTHY,55_b2,-2.5285620284681927,10.44298694565884,4.640746394118895
HEALTHY,59_b2,-2.4477841288684115,10.648609949480605,4.553116320381309
HEALTHY,21_b3,-3.252940135484061,3.246715155132837,2.414501267370791
HEALTHY,36_b3,-2.6929956705945712,8.128999695530242,3.7977678251576874
HEALTHY,50_b3,-2.692239283261441,10.11497108676248,4.081319211041863
HEALTHY,46_b3,-2.634446251305853,9.83974397057611,4.133355049759466
HEALTHY,60_b3,-2.5029388946697435,10.70078701140478,4.576013401995508
HEALTHY,4_b3,-0.4645728819273799,-0.1550363427692068,1.608720117874838
HEALTHY,33_b3,-2.956406008980924,7.266998468079551,3.372651161878389
HEALTHY,21_b3,-3.247265642735962,3.2432911197893763,2.403540594419938
HEALTHY,4_b3,-0.4749447145078586,-0.1470976570467623,1.6027350018308983
HEALTHY,48_b3,-2.738230183689692,9.907031628596284,4.0436038326355455
HEALTHY,43_b3,-2.991164457603365,9.180748609732175,3.631286501666888
HEALTHY,57_b3,-2.6234528586942982,10.549627454067071,4.776360423595369
HEALTHY,24_b3,-3.0136066429871446,4.583710273116276,2.924791308084317
HEALTHY,56_b3,-2.60723720154291,10.488271887318469,4.609691284702716
HEALTHY,23_b3,-2.957255651182056,4.2595201501683535,2.8580587759170983
HEALTHY,26_b3,-2.7950267881658544,5.388083896046643,3.2964515658690803
HEALTHY,4_b3,-0.4821646288725784,-0.1927464577524491,1.596441411181813
HEALTHY,8_b3,-2.5223828653395235,0.0427506664961583,1.6911013352766588
HEALTHY,4_b3,-0.4663150779760924,-0.1414545310584307,1.5881521951408546
HEALTHY,36_b3,-2.696124890241498,8.069335566573395,3.792993033404068
HEALTHY,39_b3,-2.9556765071720768,8.130842953384922,3.5084558463619544
HEALTHY,46_b3,-2.6206956411158804,9.812946920940714,4.121747209491834
HEALTHY,54_b3,-2.5028823787132297,10.484441795210625,4.458488171936676
HEALTHY,37_b3,-2.9625335676743645,7.965012860693037,3.456004090836885
HEALTHY,54_b3,-2.502988677724417,10.440036931442204,4.464939139345215
HEALTHY,58_b3,-2.485800330188784,10.706161471007976,4.635098866496985
HEALTHY,2_b3,-0.1079557680008644,-0.0960902754728382,1.4471468319144012
HEALTHY,15_b3,-2.8731489283998006,1.608744366919196,2.22094243100983
HEALTHY,57_b3,-2.627355121719824,10.60939057089539,4.747944400635033
HEALTHY,40_b3,-2.953954037537714,8.404083265153865,3.630039403008447
HEALTHY,37_b3,-2.9559436964987493,7.884191794601119,3.455303493299137
HEALTHY,30_b3,-3.1954003915907414,6.265836836486944,3.144493338426425
HEALTHY,22_b3,-3.1681398433179733,3.722344664764517,2.6505755109238254
HEALTHY,20_b3,-3.296375950018345,2.901062844355366,2.2111942171340546
HEALTHY,33_b3,-2.962223639092055,7.187695315852902,3.388699104529564
HEALTHY,11_b3,-2.703667574240576,0.3358953835239469,1.789013236089858
HEALTHY,37_b3,-2.949909218456015,7.8137273966229985,3.459337013163464
HEALTHY,42_b3,-2.9357554268125363,8.873059189251467,3.669194045305366
HEALTHY,32_b3,-3.1398263983151278,6.75567035145016,3.2084512799927563
HEALTHY,19_b3,-3.295629390917717,2.5939847129112272,2.184659874279681
HEALTHY,9_b3,-2.9186729685977544,-0.2247931217625433,1.311274758130592
HEALTHY,30_b3,-3.185787801221829,6.27334792793599,3.1485478665739826
HEALTHY,9_b3,-2.936905177262002,-0.3285977755870354,1.327697869156112
HEALTHY,11_b3,-2.7119379600441462,0.4358719065026679,1.7584056532356491
HEALTHY,23_b3,-2.9493232694945424,4.29978455876733,2.856519736537152
HEALTHY,59_b3,-2.435285008864713,10.667806500963978,4.554841858882136
HEALTHY,51_b3,-2.688721479672584,10.272579640214152,4.281615284943559
HEALTHY,17_b3,-3.170467296680188,2.059234210820577,2.115650618993904
HEALTHY,52_b3,-2.8272438428918965,10.170281781746382,4.18735430136654
HEALTHY,53_b3,-2.512687430424696,10.419045981011864,4.437316074778554
HEALTHY,9_b3,-2.9255544630042576,-0.1980452419202793,1.3223689237822494
HEALTHY,52_b3,-2.8323825451719995,10.30274279561349,4.21809397203059
HEALTHY,51_b3,-2.695654446796011,10.263463187365245,4.28760729638905
HEALTHY,19_b3,-3.291711652061235,2.580025345955128,2.191264767893488
HEALTHY,29_b3,-3.098475137127403,5.912284291736882,3.0793416784830097
HEALTHY,30_b3,-3.1883195318402677,6.262699307655232,3.142200810369341
HEALTHY,2_b3,-0.1338843279789074,-0.2095436989319337,1.437949581594028
HEALTHY,13_b3,-2.9467799016548413,0.7968415438710102,1.811715030250272
HEALTHY,3_b3,-0.0065152914063209,-0.1585828488167995,1.7206862076307528
HEALTHY,12_b3,-2.688444875982785,0.7396662639199723,1.972229691838024
HEALTHY,12_b4,-2.6738037177131844,0.6913875479362994,1.962619963318587
HEALTHY,31_b4,-3.2122840134083126,6.416303127642085,3.073364921363221
HEALTHY,4_b4,-0.4675690311779789,-0.1355028225925134,1.5951530987119993
HEALTHY,33_b4,-2.961877488794052,7.093881787469763,3.4037188262708558
HEALTHY,32_b4,-3.126347379680237,6.787039340290676,3.1934377446649687
HEALTHY,22_b4,-3.161907025989457,3.7653684931598166,2.6522325503026365
HEALTHY,36_b4,-2.681289868983589,8.092136869980806,3.7932052066990254
HEALTHY,5_b4,-1.5688550533504722,-0.0390578922948773,1.7225766896361632
HEALTHY,58_b4,-2.493524882603313,10.644471756184911,4.624197954068876
HEALTHY,57_b4,-2.62913134705999,10.628658573533476,4.7467535642474
HEALTHY,16_b4,-2.966164209129348,1.9264062817980276,2.234445491681422
HEALTHY,2_b4,-0.1291802960458863,-0.126565038968298,1.4423356291315828
HEALTHY,15_b4,-2.881692316588095,1.509312731900085,2.233240383999368
HEALTHY,54_b4,-2.5084409712529223,10.419566285536671,4.442101528089284
HEALTHY,58_b4,-2.484334171209329,10.756384031736172,4.6165226450245855
HEALTHY,55_b4,-2.551826581123324,10.510406515353846,4.666236070588578
HEALTHY,9_b4,-2.927237334906056,-0.2737135256781835,1.316080802719631
HEALTHY,24_b4,-3.0217144824685165,4.547522000983192,2.8940206884639963
HEALTHY,47_b4,-2.61415248505403,9.775139482063077,4.164988214506671
HEALTHY,9_b4,-2.924761349640516,-0.3009238286910471,1.3330473587142828
HEALTHY,54_b4,-2.500543948612966,10.35881145894052,4.448959909789504
HEALTHY,13_b4,-2.9513817131529634,0.7859926821459143,1.8149207654409167
HEALTHY,35_b4,-2.690911457289223,7.821828444875567,3.698000235579295
HEALTHY,25_b4,-3.0978150310382,4.916447354533632,3.0204897630758327
HEALTHY,13_b4,-2.956587974671227,0.7324866750851071,1.814402569785443
HEALTHY,18_b4,-3.135312575278158,2.453498884947296,2.2621699680677567
HEALTHY,39_b4,-2.941405790040862,8.19983309509742,3.5204318811933737
HEALTHY,5_b4,-1.548875154129885,-0.0599949269109658,1.7326130119109335
HEALTHY,47_b4,-2.622257865645062,9.85915547371378,4.137612294360685
HEALTHY,31_b4,-3.210822417963244,6.449242519643756,3.062290519460191
HEALTHY,57_b4,-2.6225481530547285,10.585607684166767,4.741260437622886
HEALTHY,15_b4,-2.895430057974428,1.5823712466570714,2.215615033581372
HEALTHY,43_b4,-3.004117288703362,9.149049997809565,3.639047783533293
HEALTHY,37_b4,-2.952043296122089,7.888985607590876,3.4515292071082126
HEALTHY,32_b4,-3.129741482308889,6.7594221130051135,3.205135172324717
HEALTHY,23_b4,-2.9533888175476006,4.277304495085783,2.873100188923872
HEALTHY,37_b4,-2.9687406440683284,7.856322078212234,3.4538515522115385
HEALTHY,58_b4,-2.5014039921119102,10.663752497761356,4.621879731743064
HEALTHY,16_b4,-2.9540568707923245,1.9252425914651528,2.247107594188841
HEALTHY,18_b4,-3.1443658312694143,2.4810208114624497,2.2511649124412885
HEALTHY,7_b4,-2.3206844382564618,0.0332146848155608,1.855095429138052
HEALTHY,45_b4,-2.803746563698712,9.475132525403096,4.024566662799927
HEALTHY,43_b4,-2.996884198048002,9.161311945917172,3.649412613291137
HEALTHY,12_b4,-2.6648833715397635,0.7367427867475239,1.9784263753491471
HEALTHY,41_b4,-2.976382504551014,8.611100286376868,3.574399099172453
HEALTHY,9_b4,-2.9281905970404907,-0.1977544408071426,1.304387499349038
HEALTHY,50_b4,-2.70621797127468,10.038960564069018,4.081324608455371
HEALTHY,14_b4,-2.969187836976047,1.116429094331534,1.9244826227433989
HEALTHY,60_b4,-2.5014526276375197,10.635563087836376,4.560674834701329
HEALTHY,12_b4,-2.6646994256520515,0.7086914823075606,1.9728227728053933
HEALTHY,43_b4,-2.9972664850596784,9.045597512550964,3.644073662152809
HEALTHY,55_b4,-2.545963990056757,10.53509577971448,4.645289736755152
HEALTHY,17_b4,-3.164220276559969,2.0603389053955574,2.1169264274697133
HEALTHY,53_b4,-2.5042020841628263,10.3943214544039,4.445965413210118
HEALTHY,58_b4,-2.4867097263278133,10.68870447951176,4.616732779634003
HEALTHY,25_b4,-3.089069536778722,4.7721918542036885,2.995061583079192
HEALTHY,48_b4,-2.7306553942680627,9.84019979842616,4.069995242389839
HEALTHY,49_b4,-2.676400485164338,10.000371354276178,4.097492656220383
HEALTHY,42_b4,-2.9240630715986318,8.85754497264252,3.656261549673456
HEALTHY,32_b4,-3.130917067273683,6.749726735312892,3.171270421116063
HEALTHY,6_b5,-2.149356814031413,0.0693038831337981,1.8174563190407236
HEALTHY,41_b5,-2.9541692958665577,8.610426101060483,3.594281860913291
HEALTHY,53_b5,-2.5069840944916093,10.408213424730096,4.44342063932093
HEALTHY,59_b5,-2.4356372480683794,10.730024888836722,4.557114511558911
HEALTHY,20_b5,-3.302765605559886,2.8960578065572675,2.230981533377338
HEALTHY,19_b5,-3.299677949081544,2.6518768935817825,2.180677462082889
HEALTHY,12_b5,-2.6716713160010546,0.65080699724808,1.97414135844834
HEALTHY,30_b5,-3.1609121278688432,6.213314451694076,3.1392648425038274
HEALTHY,28_b5,-3.279484465744632,5.567527311106519,2.913698069083272
HEALTHY,17_b5,-3.170194357386844,2.0424844734207057,2.157429609331844
HEALTHY,44_b5,-2.8722649354217182,9.38497786485016,3.797950436082016
HEALTHY,3_b5,0.00270224238009,-0.2318562881774065,1.7399231489022564
HEALTHY,9_b5,-2.9108546836822504,-0.2694607041214551,1.3075614844516714
HEALTHY,33_b5,-2.9613812455170363,7.178809113270398,3.3801079111072005
HEALTHY,32_b5,-3.1284314387411487,6.832219782944535,3.2072276321135984
HEALTHY,56_b5,-2.6289524786434946,10.510790713261086,4.647051896452243
HEALTHY,23_b5,-2.9636104257543656,4.3423404830765335,2.8631133395500874
HEALTHY,35_b5,-2.711425712489402,7.718505214755121,3.6884072072065752
HEALTHY,60_b5,-2.511483293606047,10.638506870480452,4.566500321119444
HEALTHY,16_b5,-2.945503474092348,1.9313525032556904,2.246420497204365
HEALTHY,31_b5,-3.2119736274272506,6.413717206829592,3.076107507078132
HEALTHY,35_b5,-2.697841648244472,7.804767055873338,3.713837717859584
HEALTHY,3_b5,0.0027624487059569,-0.0952197642749085,1.7123579473781083
HEALTHY,51_b5,-2.673223392884616,10.181776838620594,4.286992462726913
HEALTHY,23_b5,-2.9626315083406123,4.253451634164268,2.850118513946265
HEALTHY,24_b5,-3.030246104112895,4.628208667238151,2.90998342887586
HEALTHY,9_b5,-2.917821783438278,-0.2977327495003596,1.309378683667533
HEALTHY,57_b5,-2.637077366258419,10.552672658086491,4.761311537675461
HEALTHY,55_b5,-2.5246401925741155,10.480713392974083,4.637917466555925
HEALTHY,49_b5,-2.674148939903675,10.026896591637744,4.087651266107964
HEALTHY,3_b5,-4.378874023679375e-05,-0.1167679969260232,1.7334278986290022
HEALTHY,44_b5,-2.866736076490162,9.406827411104471,3.796027764416026
HEALTHY,44_b5,-2.85975738273481,9.360677140575854,3.8056820994215728
HEALTHY,53_b5,-2.5200686466918443,10.380990886433109,4.441861185675887
HEALTHY,41_b5,-2.95729793660534,8.58215326643634,3.591394888614295
HEALTHY,9_b5,-2.9280315406280715,-0.3138727036904063,1.3146108257350235
HEALTHY,13_b5,-2.9567505541805867,0.7269433641424992,1.813877357555837
HEALTHY,2_b5,-0.1258915724080629,-0.0665229081116889,1.4445513308158189
HEALTHY,29_b5,-3.103533888529516,6.034253953867991,3.1102527961702457
HEALTHY,2_b5,-0.1211050423755377,-0.1652437113477223,1.4517906439860622
HEALTHY,57_b5,-2.642842416349162,10.559422756514383,4.759100814333383
HEALTHY,17_b5,-3.1541982942422955,2.03136927383709,2.1327903436312106
HEALTHY,29_b5,-3.092391573455662,5.968906299032354,3.092597313079402
HEALTHY,60_b5,-2.5107014935210343,10.641825545960286,4.576571858026487
HEALTHY,24_b5,-3.018790809666528,4.522613032155733,2.929558576365398
HEALTHY,54_b5,-2.481920909219442,10.411155347580936,4.459244089422623
HEALTHY,17_b5,-3.1734495715379945,2.0477541438301765,2.146535871263041
HEALTHY,18_b5,-3.1420430201128364,2.447549708161064,2.2594562926186623
HEALTHY,6_b5,-2.1468396589100984,0.0388686163648739,1.8085673157315376
HEALTHY,33_b5,-2.9591584680401755,7.13682179492319,3.3776673931554733
HEALTHY,17_b5,-3.166309256769707,2.1156257875353943,2.1526872100854435
HEALTHY,23_b5,-2.941965904690314,4.351281631634586,2.861384431999013
HEALTHY,56_b5,-2.598977104011804,10.548629172410172,4.630856087475308
HEALTHY,31_b5,-3.2006402416103192,6.466182167435626,3.05502828954261
HEALTHY,57_b5,-2.636710618459963,10.522338918792991,4.737013494929117
HEALTHY,13_b5,-2.950894029763552,0.785422612243802,1.8188426875690773
HEALTHY,17_b5,-3.1774091898129804,2.07326672842212,2.171871559207242
HEALTHY,59_b5,-2.440713349818825,10.743481357329898,4.566081815411862
HEALTHY,23_b5,-2.962562535776429,4.348260952025467,2.854693817380991
HEALTHY,39_b5,-2.94104261613338,8.213148791659801,3.5184101320710086
